DOI,Query,PII,Title,Journal
10.1016/s0950-0618(05)00042-5, ,None,Calendar-Update from Previous Issue,Construction and Building Materials
10.1016/j.conbuildmat.2004.08.003, ,None,Exploring the barriers to the use and potential of timber for housing construction in Ghana,Construction and Building Materials
10.1016/j.conbuildmat.2008.10.014, ,None,Frost formation and condensation in stone–wool insulations,Construction and Building Materials
10.1016/j.conbuildmat.2009.06.044, ,None,The role of salt fog on alteration of dimension stone,Construction and Building Materials
10.1016/j.conbuildmat.2005.06.018, ,None,Light and insulant plates for housing external closure,Construction and Building Materials
10.1016/j.conbuildmat.2008.07.030, ,None,Rapid hardening concrete for the construction of a small span bridge,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.002, ,None,Lightweight properties and pore structure of foamed material made from sewage sludge ash,Construction and Building Materials
10.1016/j.conbuildmat.2008.10.009, ,None,3D visualization and quantification of bowing marble microstructure,Construction and Building Materials
10.1016/j.conbuildmat.2006.10.016, ,None,"Venetian churches of Lefkada, Greece Construction documentation and seismic behaviour “Virgin Mary of the Strangers”",Construction and Building Materials
10.1016/j.conbuildmat.2008.12.017, ,None,Use of Ritz method for damage detection of reinforced and post-tensioned concrete beams,Construction and Building Materials
10.1016/j.conbuildmat.2005.06.034, ,None,Anchorage and shear strength properties for composite tendons used in earthwork support systems,Construction and Building Materials
10.1016/s0950-0618(07)00061-x, ,None,Editorial Board,Construction and Building Materials
10.1016/j.conbuildmat.2006.08.004, ,None,Investigation of masonry wall fixings subject to pullout load and torque,Construction and Building Materials
10.1016/s0950-0618(07)00056-6, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(06)00252-2, ,None,Calendar,Construction and Building Materials
10.1016/j.conbuildmat.2007.08.005, ,None,Short-term aging characterization of asphalt binders using gel permeation chromatography and selected Superpave binder tests,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.026, ,None,"Some physical, biological, mechanical, and fire properties of wood polymer composite (WPC) pretreated with boric acid and borax mixture",Construction and Building Materials
10.1016/j.conbuildmat.2007.12.002, ,None,Effectiveness of corrosion inhibitors in saturated calcium hydroxide solutions acidified by acid rain components,Construction and Building Materials
10.1016/j.conbuildmat.2008.06.009, ,None,Characterization of a lateritic geomaterial and its elaboration through a chemical route,Construction and Building Materials
10.1016/j.conbuildmat.2008.10.013, ,None,"Structural and compositional anisotropy in Macael marble (Spain) by ultrasonic, XRD and optical microscopy methods",Construction and Building Materials
10.1016/s0950-0618(07)00259-0, ,None,Editorial Board,Construction and Building Materials
10.1016/j.conbuildmat.2005.09.002, ,None,New quality regulation system for manufacture of ceramic products,Construction and Building Materials
10.1016/j.conbuildmat.2008.07.001, ,None,Fly ash addition in clayey materials to improve the quality of solid bricks,Construction and Building Materials
10.1016/j.conbuildmat.2005.08.002, ,None,Cementless pressed blocks from waste products of coal-firing power station,Construction and Building Materials
10.1016/s0950-0618(08)00141-4, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(08)00080-9, ,None,Editorial Board,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.060, ,None,Development and structural testing of a composite-reinforced timber highway guardrail,Construction and Building Materials
10.1016/j.conbuildmat.2007.01.025, ,None,Detection of damage due to corrosion in prestressed RC beams by static and dynamic tests,Construction and Building Materials
10.1016/j.conbuildmat.2006.09.006, ,None,Evaluation of high-early strength PCC mixtures used in full depth repairs,Construction and Building Materials
10.1016/j.conbuildmat.2006.08.013, ,None,Effect of curing conditions on the mortars with and without GGBFS,Construction and Building Materials
10.1016/j.conbuildmat.2007.05.010, ,None,Water and salt transport and storage properties of Mšené sandstone,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.036, ,None,Performance evaluation of SUPERPAVE and Marshall asphalt mix designs to suite Jordan climatic and traffic conditions,Construction and Building Materials
10.1016/j.conbuildmat.2005.02.027, ,None,Compressive strength of fiber reinforced highly compressible clay,Construction and Building Materials
10.1016/j.conbuildmat.2009.01.006, ,None,Influence of silica fume on the interfacial bond between aggregate and matrix in near-surface layer of concrete,Construction and Building Materials
10.1016/j.conbuildmat.2004.07.016, ,None,The effect of chemical and mineralogical composition of aggregates on tensile adhesion strength of tiles,Construction and Building Materials
10.1016/j.conbuildmat.2006.08.024, ,None,A morphological fusion algorithm for optical detection and quantification of decay patterns on stone surfaces,Construction and Building Materials
10.1016/s0950-0618(09)00018-x, ,None,Calendar,Construction and Building Materials
10.1016/j.conbuildmat.2005.12.017, ,None,The Golden Tower: Characterization of its foundations and the underlying soil,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.012, ,None,Sulfate resistance of plain and blended cements exposed to wetting–drying and heating–cooling environments,Construction and Building Materials
10.1016/j.conbuildmat.2004.07.014, ,None,Moisture behaviour of a massive concrete slab with a low temperature floor heating system during the initial drying period,Construction and Building Materials
10.1016/j.conbuildmat.2007.08.007, ,None,Effects of chrome oxide and limestone filler on the wear characteristics of paste and concretes made with white Portland cement,Construction and Building Materials
10.1016/j.conbuildmat.2009.06.025, ,None,Rehabilitation of reinforced concrete axially loaded elements with polymer-modified cementicious mortar,Construction and Building Materials
10.1016/j.conbuildmat.2005.11.003, ,None,Experimental study of hybrid composite beams,Construction and Building Materials
10.1016/s0950-0618(06)00248-0, ,None,Editorial Board,Construction and Building Materials
10.1016/j.conbuildmat.2004.07.001, ,None,Creep of concrete masonry walls strengthened with FRP composites,Construction and Building Materials
10.1016/j.conbuildmat.2008.01.010, ,None,Evaluation of fiber reinforced nanostructured perlite-cementitious surface compounds for building skin applications,Construction and Building Materials
10.1016/j.conbuildmat.2005.07.016, ,None,Cracking due to shear in masonry mortar joints and around the interface between masonry walls and reinforced concrete beams,Construction and Building Materials
10.1016/j.conbuildmat.2007.09.009, ,None,Far-field radar NDT technique for detecting GFRP debonding from concrete,Construction and Building Materials
10.1016/j.conbuildmat.2006.07.005, ,None,Evaluation of the sulfate resistance of concrete containing palm oil fuel ash,Construction and Building Materials
10.1016/j.conbuildmat.2009.02.038, ,None,Influence of volume fraction and characteristics of lightweight aggregates on the mechanical properties of concrete,Construction and Building Materials
10.1016/j.conbuildmat.2006.10.007, ,None,A comparative study on the performance of sands rich and poor in fines in self-compacting concrete,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.042, ,None,Sealing system selection for jointed concrete pavements – A review,Construction and Building Materials
10.1016/j.conbuildmat.2007.01.020, ,None,Parametric study on the behavior of short span composite bridge girders strengthened with carbon fiber reinforced polymer plates,Construction and Building Materials
10.1016/j.conbuildmat.2009.06.011, ,None,The effect of styrene–butadiene–rubber/montmorillonite modification on the characteristics and properties of asphalt,Construction and Building Materials
10.1016/j.conbuildmat.2006.11.014, ,None,Environmental influence on point anodes performance in reinforced concrete,Construction and Building Materials
10.1016/j.conbuildmat.2007.01.029, ,None,Neural networks in 3-dimensional dynamic analysis of reinforced concrete buildings,Construction and Building Materials
10.1016/j.conbuildmat.2007.07.010, ,None,Properties of poly methyl methacrylate mortars with unsaturated polyester resin as a crosslinking agent,Construction and Building Materials
10.1016/j.conbuildmat.2008.02.020, ,None,Petrographic identification of alkali–silica reactive aggregates in concrete from 20th century bridges,Construction and Building Materials
10.1016/j.conbuildmat.2008.09.009, ,None,Plasters and renders for salt laden substrates,Construction and Building Materials
10.1016/j.conbuildmat.2007.08.003, ,None,Investigations of tungsten mine waste geopolymeric binder: Strength and microstructure,Construction and Building Materials
10.1016/j.conbuildmat.2007.01.016, ,None,Granulated foam glass–ceramic material from zeolitic rocks,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.038, ,None,Effects of fly ash properties on characteristics of cold-bonded fly ash lightweight aggregates,Construction and Building Materials
10.1016/j.conbuildmat.2005.11.005, ,None,The effect of fineness on the properties of the blended cements incorporating ground granulated blast furnace slag and ground basaltic pumice,Construction and Building Materials
10.1016/j.conbuildmat.2007.10.018, ,None,Nanostructured zonolite–cementitious surface compounds for thermal insulation,Construction and Building Materials
10.1016/j.conbuildmat.2009.08.005, ,None,Lateral deformation of RC beams under simultaneous load and steel corrosion,Construction and Building Materials
10.1016/j.conbuildmat.2007.06.008, ,None,Causes of bleeding in a hot-in-place asphalt pavement,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.038, ,None,Study on anhydrite plaster from waste phosphogypsum for use in polymerised flooring composition,Construction and Building Materials
10.1016/j.conbuildmat.2004.07.020, ,None,Wear characterisation and degradation mechanisms of a concrete surface under ice friction,Construction and Building Materials
10.1016/j.conbuildmat.2008.08.014, ,None,Numerical fracture analysis on the specimen size dependency of asphalt concrete using a cohesive softening model,Construction and Building Materials
10.1016/j.conbuildmat.2007.03.013, ,None,Laboratory tests of composite wood–concrete beams,Construction and Building Materials
10.1016/j.conbuildmat.2007.08.004, ,None,"Damage in carbon fiber-reinforced concrete, monitored by both electrical resistance measurement and acoustic emission analysis",Construction and Building Materials
10.1016/j.conbuildmat.2005.06.021, ,None,Freeze–thaw and thermal degradation influence on the fracture properties of carbon and glass fiber reinforced polymer concrete,Construction and Building Materials
10.1016/j.conbuildmat.2009.06.045, ,None,Experimental characterization of stone masonry in shear and compression,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.018, ,None,NO removal efficiency of photocatalytic paving blocks prepared with recycled materials,Construction and Building Materials
10.1016/j.conbuildmat.2008.03.003, ,None,Hydro-abrasive erosion of concrete incorporating ground blast-furnace slag and ground basaltic pumice,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.057, ,None,Lightweight wood chipping concrete durability,Construction and Building Materials
10.1016/j.conbuildmat.2006.06.013, ,None,Cracking behaviour of RC beams externally strengthened with emerging materials,Construction and Building Materials
10.1016/j.conbuildmat.2006.06.009, ,None,CFRP strengthened openings in two-way concrete slabs – An experimental and numerical study,Construction and Building Materials
10.1016/j.conbuildmat.2008.07.013, ,None,Interfacial stress analysis of geometrically modified adhesive joints in steel beams strengthened with FRP laminates,Construction and Building Materials
10.1016/j.conbuildmat.2008.09.008, ,None,Predicting the deformability of mineral wool slabs under constant compressive stress,Construction and Building Materials
10.1016/j.conbuildmat.2005.06.027, ,None,Decay properties of the foamed bitumens,Construction and Building Materials
10.1016/j.conbuildmat.2005.06.050, ,None,Frost attack resistance and steel bar corrosion of antiwashout underwater concrete containing mineral admixtures,Construction and Building Materials
10.1016/j.conbuildmat.2007.01.008, ,None,"Use of quartet blends containing fly ash, scoria, perlitic pumice and cement to produce cellular hollow lightweight masonry blocks for non-load bearing walls",Construction and Building Materials
10.1016/j.conbuildmat.2006.12.009, ,None,An empirical model for predicting the mechanical properties of FRP-confined concrete,Construction and Building Materials
10.1016/j.conbuildmat.2006.04.004, ,None,Acoustic emission parameters correlated with fracture and deformation processes of concrete members,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.054, ,None,Experimental study of bond of NSM-FRP reinforcement,Construction and Building Materials
10.1016/j.conbuildmat.2008.07.017, ,None,Squeeze flow as a tool for developing optimized gypsum plasters,Construction and Building Materials
10.1016/j.conbuildmat.2006.10.012, ,None,Optimization of self-compacting filling grout mixtures for repair purposes,Construction and Building Materials
10.1016/j.conbuildmat.2007.07.007, ,None,Fast curing PF resin mixed with various resins and accelerators for building composite materials,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.061, ,None,Sprayed FRP repair of simulated impact in prestressed concrete girders,Construction and Building Materials
10.1016/j.conbuildmat.2005.10.002, ,None,Estimation of the chloride diffusion from migration test using electrical current,Construction and Building Materials
10.1016/j.conbuildmat.2007.07.012, ,None,Recycling of laboratory-prepared long-term aged binders containing crumb rubber modifier,Construction and Building Materials
10.1016/j.conbuildmat.2005.12.023, ,None,Application of recycled coarse aggregate by mixture to concrete construction,Construction and Building Materials
10.1016/j.conbuildmat.2009.04.004, ,None,Thermal expansion of self-consolidating normal and lightweight aggregate concrete at elevated temperature,Construction and Building Materials
10.1016/j.conbuildmat.2008.09.013, ,None,Selection of plasters and renders for salt laden masonry substrates,Construction and Building Materials
10.1016/j.conbuildmat.2005.08.021, ,None,Compressive strength testing of compressed earth blocks,Construction and Building Materials
10.1016/j.conbuildmat.2008.07.007, ,None,Experimental investigation of mortars using activated Hwangtoh,Construction and Building Materials
10.1016/j.conbuildmat.2006.06.026, ,None,Effect of different fibers on the mechanical properties of concrete containing fly ash,Construction and Building Materials
10.1016/j.conbuildmat.2008.10.010, ,None,Performance of generic and proprietary corrosion inhibitors in chloride-contaminated silica fume cement concrete,Construction and Building Materials
10.1016/j.conbuildmat.2008.08.021, ,None,"Influence of mineral admixtures on compressive strength, gas permeability and carbonation of high performance concrete",Construction and Building Materials
10.1016/j.conbuildmat.2007.03.012, ,None,Laboratory investigation of the properties of asphalt and its mixtures modified with flame retardant,Construction and Building Materials
10.1016/j.conbuildmat.2005.06.004, ,None,Predicting the ultimate bending capacity of concrete beams from the “relaxation ratio” analysis of AE signals,Construction and Building Materials
10.1016/j.conbuildmat.2009.06.050, ,None,Residual behavior of steel rebars and R/C sections after a fire,Construction and Building Materials
10.1016/j.conbuildmat.2009.03.004, ,None,Compaction and shearing behaviour study of recycled aggregates,Construction and Building Materials
10.1016/j.conbuildmat.2007.05.008, ,None,"Physical–mechanical properties, and mesostructure of plain and fibre reinforced self-compacting concrete",Construction and Building Materials
10.1016/j.conbuildmat.2007.08.013, ,None,Modelling of coupled ion and moisture transport in porous building materials,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.056, ,None,The problem of shear in RC beams strengthened with CFRP laminates,Construction and Building Materials
10.1016/j.conbuildmat.2009.06.035, ,None,Structural shear behaviour of recycled concrete with silica fume,Construction and Building Materials
10.1016/j.conbuildmat.2005.07.008, ,None,Durability of masonry systems: A laboratory study,Construction and Building Materials
10.1016/j.conbuildmat.2006.08.005, ,None,Suitable features selection for the HMLP and MLP networks to identify the shape of aggregate,Construction and Building Materials
10.1016/j.conbuildmat.2006.04.010, ,None,Detection and evaluation of failures in high-strength tendon of prestressed concrete bridges by acoustic emission,Construction and Building Materials
10.1016/j.conbuildmat.2006.11.025, ,None,Properties of prefabricated building materials produced from ground pumice aggregate and binders,Construction and Building Materials
10.1016/j.conbuildmat.2006.12.003, ,None,"Investigation of laterite stones for building purpose from Malabar region, Kerala, SW India - Chemical analysis and microstructure studies",Construction and Building Materials
10.1016/j.conbuildmat.2006.06.033, ,None,Effects of moisture on strength and permanent deformation of foamed asphalt mix incorporating RAP materials,Construction and Building Materials
10.1016/j.conbuildmat.2008.08.031, ,None,A numerical and experimental analysis of unbonded brickwork panels laterally loaded,Construction and Building Materials
10.1016/j.conbuildmat.2008.11.009, ,None,Compressive strength of concrete cylinders with variable widths CFRP wraps: Experimental study and numerical modeling,Construction and Building Materials
10.1016/j.conbuildmat.2005.06.038, ,None,"Moment redistribution parametric study of CFRP, GFRP and steel surface plated RC beams and slabs",Construction and Building Materials
10.1016/j.conbuildmat.2005.02.022, ,None,"Influence of coarse aggregate on the permeation, durability and the microstructure characteristics of ordinary Portland cement concrete",Construction and Building Materials
10.1016/j.conbuildmat.2007.11.013, ,None,Development of corn cob ash blended cement,Construction and Building Materials
10.1016/j.conbuildmat.2007.07.011, ,None,Performance of self-compacting concrete containing fly ash,Construction and Building Materials
10.1016/j.conbuildmat.2009.02.013, ,None,Effect of calcination temperature on the pozzolanic activity of sugar cane bagasse ash,Construction and Building Materials
10.1016/j.conbuildmat.2005.06.052, ,None,New building materials from fly ash-based lightweight inorganic polymer,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.007, ,None,Lateral load response of high performance fiber reinforced concrete beam–column joints,Construction and Building Materials
10.1016/j.conbuildmat.2007.03.018, ,None,Effect of temperature on porosity and on chloride diffusion in cement pastes,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.002, ,None,Cyclic response of concrete members with bond-damaged zones repaired using concrete confinement,Construction and Building Materials
10.1016/j.conbuildmat.2006.06.032, ,None,Framework for developing a static strength test for measuring deformation resistance of asphalt concrete mixtures,Construction and Building Materials
10.1016/j.conbuildmat.2009.02.032, ,None,Waste gypsum–blast furnace slag cement in mortars with granulated slag and silica sand as aggregates,Construction and Building Materials
10.1016/j.conbuildmat.2008.08.028, ,None,The assessment of porosity and pore size distribution of limestone Portland cement pastes,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.029, ,None,Compressive behavior of concrete externally confined by composite jackets,Construction and Building Materials
10.1016/j.conbuildmat.2006.09.004, ,None,Longterm corrosion performance of rebar embedded in blended cement concrete under macro cell corrosion condition,Construction and Building Materials
10.1016/j.conbuildmat.2007.01.005, ,None,Stress–strain relationship of steel fiber-reinforced concrete under dynamic compression,Construction and Building Materials
10.1016/j.conbuildmat.2006.02.010, ,None,The influence of compaction pores on sorptivity and carbonation of concrete,Construction and Building Materials
10.1016/j.conbuildmat.2009.01.007, ,None,Effect of organo-montmorillonite on aging properties of asphalt,Construction and Building Materials
10.1016/j.conbuildmat.2005.07.006, ,None,"Investigation of laterite stones for building purpose from Malabar region, Kerala state, SW India – Part 1: Field studies and profile characterisation",Construction and Building Materials
10.1016/j.conbuildmat.2006.05.037, ,None,Corrosion performance of rice husk ash blended concrete,Construction and Building Materials
10.1016/j.conbuildmat.2007.03.033, ,None,The pozzolanic properties of paper sludge waste,Construction and Building Materials
10.1016/j.conbuildmat.2008.06.011, ,None,Assessment of water absorption and chloride ion penetration of pavement quality concrete admixed with wollastonite and microsilica,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.009, ,None,Mixed cement containing fly ash for masonry and plastering work,Construction and Building Materials
10.1016/j.conbuildmat.2006.03.006, ,None,Effects of rejuvenator on performance-based properties of rejuvenated asphalt binder and mixtures,Construction and Building Materials
10.1016/j.conbuildmat.2007.12.006, ,None,Behaviour of cementitious mortars containing different kinds of recycled aggregate,Construction and Building Materials
10.1016/j.conbuildmat.2005.02.026, ,None,CDW recycled aggregate renderings: Part II – Analysis of the effect of materials finer than 75μm under accelerated aging performance,Construction and Building Materials
10.1016/j.conbuildmat.2007.03.007, ,None,The research of GMA-g-LDPE modified Qinhuangdao bitumen,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.021, ,None,Babadua reinforced concrete two-way slabs subjected to concentrated loading,Construction and Building Materials
10.1016/j.conbuildmat.2009.06.047, ,None,Mechanical characterization of polymer mortars exposed to degradation solutions,Construction and Building Materials
10.1016/j.conbuildmat.2006.01.006, ,None,Characterization and reactivity of silicatic consolidants,Construction and Building Materials
10.1016/j.conbuildmat.2008.11.002, ,None,Properties of cement kiln dust concrete,Construction and Building Materials
10.1016/j.conbuildmat.2009.02.003, ,None,The salt architecture in Siwa oasis – Egypt (XII–XX centuries),Construction and Building Materials
10.1016/j.conbuildmat.2006.05.031, ,None,"A comparative experimental investigation of concrete, reinforced-concrete and steel-fibre concrete pipes under three-edge-bearing test",Construction and Building Materials
10.1016/j.conbuildmat.2006.06.016, ,None,Behaviour of FRP-jacketed circular steel tubes and cylindrical shells under axial compression,Construction and Building Materials
10.1016/j.conbuildmat.2006.06.017, ,None,Hybrid FRP–concrete–steel tubular columns: Concept and behavior,Construction and Building Materials
10.1016/j.conbuildmat.2008.08.015, ,None,Determination of zero shear viscosity of warm asphalt binders,Construction and Building Materials
10.1016/j.conbuildmat.2004.07.013, ,None,Investigation of fibre reinforced mud brick as a building material,Construction and Building Materials
10.1016/j.conbuildmat.2007.01.001, ,None,Prediction of long term chloride diffusion of concrete in harsh environment,Construction and Building Materials
10.1016/j.conbuildmat.2007.03.023, ,None,Material characteristics of 3-D FRP sandwich panels,Construction and Building Materials
10.1016/j.conbuildmat.2007.01.013, ,None,Incorporation of sludge waste from water treatment plant into red ceramic,Construction and Building Materials
10.1016/j.conbuildmat.2008.08.018, ,None,Laboratory investigation of indirect tensile strength using roofing polyester waste fibers in hot mix asphalt,Construction and Building Materials
10.1016/j.conbuildmat.2009.02.040, ,None,Durability properties of concrete containing 50% and 65% slag,Construction and Building Materials
10.1016/j.conbuildmat.2008.03.009, ,None,Modeling of debonding failure for RC beams strengthened in shear with NSM FRP reinforcement,Construction and Building Materials
10.1016/j.conbuildmat.2008.11.006, ,None,Durability of self-consolidating lightweight aggregate concrete using dredged silt,Construction and Building Materials
10.1016/j.conbuildmat.2006.10.011, ,None,The effect of aggregate absorption on pore area at interfacial zone of lightweight concrete,Construction and Building Materials
10.1016/j.conbuildmat.2008.01.014, ,None,Prediction of compressive strength of SCC and HPC with high volume fly ash using ANN,Construction and Building Materials
10.1016/j.conbuildmat.2004.04.034, ,None,Ultimate and service behavior of ferrocement roof slab panels,Construction and Building Materials
10.1016/j.conbuildmat.2005.08.018, ,None,Strengthening of steel–concrete composite girders using carbon fiber reinforced polymer plates,Construction and Building Materials
10.1016/j.conbuildmat.2006.06.021, ,None,Flexural response of ferrocement with fibrous cementitious matrices,Construction and Building Materials
10.1016/j.conbuildmat.2007.10.019, ,None,The effect of using different polymer and cement based materials in pore filling applications on technical parameters of travertine stone,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.062, ,None,Corrosion rate of ordinary and high-performance concrete subjected to chloride attack by AC impedance spectroscopy,Construction and Building Materials
10.1016/j.conbuildmat.2006.05.033, ,None,Effects of impregnation with Imersol-aqua on the modulus of elasticity in bending of laminated wood materials,Construction and Building Materials
10.1016/j.conbuildmat.2007.01.002, ,None,"The effect of silica fume and high-volume Class C fly ash on mechanical properties, chloride penetration and freeze–thaw resistance of self-compacting concrete",Construction and Building Materials
10.1016/j.conbuildmat.2005.01.018, ,None,A strut-and-tie model for ultimate loads of precast concrete joints with loop connections in tension,Construction and Building Materials
10.1016/j.conbuildmat.2005.05.001, ,None,Robustness of hollow clay masonry units and seismic behaviour of masonry walls,Construction and Building Materials
10.1016/j.conbuildmat.2007.03.034, ,None,The investigation on the workability of fibre cocktail reinforced self-compacting high performance concrete,Construction and Building Materials
10.1016/j.conbuildmat.2009.06.009, ,None,Evaluation of layer properties of flexible pavement using a pseudo-static analysis procedure of Falling Weight Deflectometer,Construction and Building Materials
10.1016/j.conbuildmat.2007.10.022, ,None,"Estimation of chloride permeability of concretes by empirical modeling: Considering effects of cement type, curing condition and age",Construction and Building Materials
10.1016/j.conbuildmat.2009.01.009, ,None,Predicting the initial rate of water absorption in clay bricks,Construction and Building Materials
10.1016/j.conbuildmat.2006.11.007, ,None,Prediction of rubberized concrete properties using artificial neural network and fuzzy logic,Construction and Building Materials
10.1016/j.conbuildmat.2008.12.004, ,None,2D-numerical analysis of hydraulic fracturing in heterogeneous geo-materials,Construction and Building Materials
10.1016/j.conbuildmat.2008.06.007, ,None,Influence of recycled concrete aggregates on strength properties of concrete,Construction and Building Materials
10.1016/j.conbuildmat.2006.02.001, ,None,Feasibility study on soil improvement using electrochemical technique,Construction and Building Materials
10.1016/j.conbuildmat.2007.12.013, ,None,Electroosmotic transport in porous construction materials and dehumidification of masonry,Construction and Building Materials
10.1016/j.conbuildmat.2008.05.019, ,None,Bond strength and transversal deformation aging on cement-polymer adhesive mortar,Construction and Building Materials
10.1016/j.conbuildmat.2007.04.021, ,None,Empirical modeling of fresh and hardened properties of self-compacting concretes by genetic programming,Construction and Building Materials
10.1016/s0950-0618(07)00052-9, ,None,Editorial Board,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.056, ,None,Erosive resistibility of low cement high performance concrete,Construction and Building Materials
10.1016/j.conbuildmat.2006.06.024, ,None,A strain-based index for monitoring laminates of FRP-strengthened beams,Construction and Building Materials
10.1016/s0950-0618(08)00100-1, ,None,Calendar,Construction and Building Materials
10.1016/j.conbuildmat.2005.01.012, ,None,The effect of electrochemical chloride extraction on pre-stressed concrete,Construction and Building Materials
10.1016/j.conbuildmat.2004.05.006, ,None,Behaviour of high strength axially loaded concrete columns confined with helices,Construction and Building Materials
10.1016/j.conbuildmat.2008.04.005, ,None,CBM editorial,Construction and Building Materials
10.1016/j.conbuildmat.2009.05.004, ,None,Interfacial stress analysis of plated beams under symmetric mechanical and thermal loading,Construction and Building Materials
10.1016/j.conbuildmat.2005.06.039, ,None,Arching action in FRP reinforced concrete slabs,Construction and Building Materials
10.1016/j.conbuildmat.2007.08.008, ,None,Effect of geogrid in granular base strength – An experimental investigation,Construction and Building Materials
10.1016/j.conbuildmat.2005.06.003, ,None,Nondestructive evaluation of in-place cement mortar compressive strength using spectral analysis of surface waves,Construction and Building Materials
10.1016/s0950-0618(06)00347-3, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(06)00326-6, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(09)00027-0, ,None,Calendar,Construction and Building Materials
10.1016/s0950-0618(06)00019-5, ,None,Editorial Board,Construction and Building Materials
10.1016/s0950-0618(07)00140-7, ,None,Editorial Board,Construction and Building Materials
10.1016/j.conbuildmat.2008.08.024, ,None,Optimization of fineness to maximize the strength activity of high-calcium ground fly ash – Portland cement composites,Construction and Building Materials
10.1016/j.conbuildmat.2006.08.016, ,None,Test analysis for FRC beams strengthened with externally bonded FRP sheets,Construction and Building Materials
